Input,Target,Prediction
jar senet and play house board in drink from man,man play senet board and drink from jar in house,man play senet board and drink from jar in house
ring (lord) (djed) (every) great life / stability / authority / all lord throne master people every mighty power,ring authority power lord / every master (lord) / all (every) people life stability (djed) throne great / mighty,ring authority power lord / every master (lord) / all (every) people life stability (djed) throne great / mighty
hill behind mountain slope desert stay and the great riverbank,great mountain and desert hill slope stay behind the riverbank,great mountain and desert hill slope stay behind the riverbank
rib of stay the altar on animal stone side the,side rib of the animal stay on the stone altar,side rib of the animal stay on the stone altar
to swallow and the clump chick papyrus lake quail fly,quail chick and swallow fly to the papyrus clump lake,quail chick and swallow fly to the papyrus clump lake
ka desert like become hill spirit strong of the youth,spirit ka of youth become strong like the desert hill,spirit ka of youth become strong like the desert hill
scribe of jars in stay house the in rack the,jars in rack stay in the house of the scribe,jars in rack stay in the house of the scribe
house man stay and woman shelter the old reed in,old man and woman stay in the reed shelter house,old man and woman stay in the reed shelter house
of of the do king on altar servant offering fire,servant of king do offering of fire on the altar,servant of king do offering of fire on the altar
of to all seated lord djed the give king stability,lord of all give stability djed to the seated king,lord of all give stability djed to the seated king
the and adze stay in stool on mat house chisel,chisel and adze stay on the stool mat in house,chisel and adze stay on the stool mat in house
with of mighty authority head of lord the stay bird,mighty authority of lord stay with the head of bird,mighty authority of lord stay with the head of bird
hill become ka spirit the youth like desert strong of,spirit ka of youth become strong like the desert hill,spirit ka of youth become strong like the desert hill
sky god / stability temple life great power (djed) / grandfather authority peace pillar mighty,temple pillar / grandfather god authority power stability (djed) peace life great / mighty sky,temple pillar / grandfather god authority power stability (djed) peace life great / mighty sky
beauty star reflects calm peace sky lake,lake reflects sky star beauty calm peace,lake reflects sky star beauty calm peace
gives with youth to mother heart birth god of great,mother gives birth to youth with heart of great god,mother gives birth to youth with heart of great god
