Input,Target,Prediction
the slope desert the venerated father star above sees hill,venerated father sees the star above the desert hill slope,venerated father sees the star above the desert hill slope
opens and gate calmly woman town enters,woman opens gate and enters town calmly,woman opens gate and enters town calmly
symbolizes power seat royal throne,seat throne symbolizes royal power,seat throne symbolizes royal power
fly the papyrus and quail above clump lake swallow chick,quail chick and swallow fly above the papyrus clump lake,quail chick and swallow fly above the papyrus clump lake
from west living soul watch,soul watch living from west,soul watch living from west
the god gives backbone strong,the god gives strong backbone,the god gives strong backbone
god great deity,god deity great,god deity great
rope hand coil makes,hand makes coil rope,hand makes coil rope
authority god commands,god commands authority,god commands authority
becomes great scarab god,scarab becomes great god,scarab becomes great god
/ above god beautiful / truth deity / good upon face youth sees,god / deity sees truth above face / upon beautiful / good youth,god / deity sees truth above face / upon beautiful / good youth
town gate / found) is city exists (or road town opens /,opens / exists (or is found) gate road city / town town,opens / exists (or is found) gate road city / town town
above chisel sickle brick house hoe man adze sees stone,man sees sickle hoe adze chisel above brick stone house,man sees sickle hoe adze chisel above stone brick house
under people tree rest,people rest under tree,people rest under tree
seated throne man sees,seated man sees throne,seated man sees throne
king seat the throne the sits upon great,the great king sits upon the throne seat,the great king sits upon the throne seat
a conical father loaf the now gives,the father gives a conical loaf now,the father gives a conical loaf now
a man sickle papyrus the a with cuts,a man cuts the papyrus with a sickle,a man cuts the papyrus with a sickle
river plant people gather lotus,people gather lotus plant river,people gather lotus plant river
soul at body return dawn,soul return body at dawn,soul return body at dawn
dark underground fear people,people fear dark underground,people fear dark underground
lord of town,lord of town,lord of town
bread lotus people and deity offer to,people offer bread and lotus to deity,people offer bread and lotus to deity
sweet youth heart seek,youth seek sweet heart,youth seek sweet heart
gate / do stone authority chisel cut adze town power city house,adze chisel cut stone house gate city / town authority power do,adze chisel cut stone house gate city / town authority power do
of a master the uses stone chisel,the master uses a chisel of stone,the master uses a chisel of stone
star gate is the temple high above a,a star is above the high temple gate,a star is above the high temple gate
eats speak man drinks mouth,man eats drinks speak mouth,man eats drinks speak mouth
the a throne in finds sky soul,the soul finds a throne in sky,the soul finds a throne in sky
/ youth (ankh) life marrow venerated become man old,youth become old man venerated / marrow life (ankh),youth become old man life (ankh) venerated / marrow
sees youth plant lotus,youth sees lotus plant,youth sees lotus plant
viper emerge hill man hill horned desert mountain slope above snake sees,man sees horned viper snake emerge above desert hill hill slope mountain,man sees horned viper snake emerge above desert hill hill slope mountain
god people heart hear,god hear people heart,god hear heart people
truth a the speaks the scribe people to,a scribe speaks the truth to the people,a scribe speaks the truth to the people
sees animal belly man,man sees animal belly,man sees animal belly
