Input,Target,Prediction
great the above mountain side is star a,a star is above the great mountain side,a star is above the great mountain side
drink people water near together shelter reed,people drink water near reed shelter together,people drink water near reed shelter together
board of a game senet a plays youth,a youth plays a game of senet board,a youth plays a game of senet board
green field moves horned the through viper the,the horned viper moves through the green field,the horned viper moves through the green field
upon feather of places truth god heart,god places feather of truth upon heart,god places feather of truth upon heart
face a the with sees woman mirror a,a woman with a mirror sees the face,a woman with a mirror sees the face
things of lord finds the all sweet peace,the lord of all things finds sweet peace,the lord of all things finds sweet peace
man binds the for flax rope twisted a,a man binds the twisted flax for rope,a man binds the twisted flax for rope
large behind hides cobra a the brick stone,a cobra hides behind the large stone brick,a cobra hides behind the large stone brick
of the very god great is power the,the power of the god is very great,the power of the god is very great
ka sky finds way the to the spirit,the spirit ka finds the way to sky,the spirit ka finds the way to sky
the sand youth the cobra in a sees,a youth sees the cobra in the sand,a youth sees the cobra in the sand
the the youth cobra brick under sees a,a youth sees the cobra under the brick,a youth sees the cobra under the brick
side for ox of god rib a is,a side rib of ox is for god,a side rib of ox is for god
steady slope field with man plows strength hill,man plows hill slope field with steady strength,man plows hill slope field with steady strength
a a jars king gives of thousand milk,a king gives a thousand jars of milk,a king gives a thousand jars of milk
reed together drink water near shelter people,people drink water near reed shelter together,people drink water near reed shelter together
walks road woman the basket a a with,a woman with a basket walks the road,a woman with a basket walks the road
a desert stars thousand hill the above shine,a thousand stars shine above the desert hill,a thousand stars shine above the desert hill
hides in the the green plant hare desert,the desert hare hides in the green plant,the desert hare hides in the green plant
great behind sits temple a the gate king,a king sits behind the great temple gate,a king sits behind the great temple gate
