Input,Target,Prediction
/ big god thousand / / / grain pellet mighty thing great deity great,thousand grain / pellet thing great / big great / mighty god / deity,thousand grain / pellet thing great / big great / mighty god / deity
life (ba) heart rib / backbone soul (ankh) animal placenta side belly,animal belly backbone side / rib placenta heart soul (ba) life (ankh),animal belly backbone side / rib placenta heart soul (ba) life (ankh)
road to plant / lotus retreat water ripple riverbank return,to return / retreat road riverbank water ripple lotus plant,to return / retreat road riverbank water ripple lotus plant
owl hears night at man,man hears owl at night,man hears owl at night
house brick chisel gate stone adze,chisel adze stone brick house gate,chisel adze stone brick house gate
scroll gather writing people papyrus,people gather papyrus scroll writing,people gather papyrus scroll writing
people life / man / peace (ankh) venerated father marrow old youth satisfy,venerated / marrow father youth old man life (ankh) peace / satisfy people,venerated / marrow father youth old man life (ankh) peace / satisfy people
behind horned viper side brick stone house rib,horned viper behind side rib stone brick house,horned viper behind side rib stone brick house
fear / negation satisfy (no/not) heart / deity god peace,negation (no/not) fear god / deity heart peace / satisfy,negation (no/not) fear god / deity heart peace / satisfy
mat     house     shelter     man     reed     rests,man rests reed shelter house mat,man rests house reed shelter mat
power sedge king skins he authority king / force fox three strength /,three fox skins strength / force power authority king he / king sedge,three fox skins strength / force power authority king he / king sedge
stroke writing scribe (plural marker) scribe / book stroke scroll single papyrus,single stroke stroke (plural marker) papyrus scroll scribe writing / scribe book,single stroke stroke (plural marker) papyrus scroll scribe writing / scribe book
jar     jar     /     milk     altar     (give)     loaf     bread     of     offering     peace     loaf     conical,conical loaf (give) offering peace / altar loaf of bread milk jar jar,loaf of bread milk jar vessel jar offering peace / altar
ka life (ankh) stability grandfather backbone pillar / (djed) (spirit),pillar / grandfather stability (djed) backbone ka (spirit) life (ankh),pillar / grandfather stability (djed) backbone ka (spirit) life (ankh)
jar lord peace loaf offering servant of bread milk,servant offering milk jar loaf of bread lord peace,servant offering milk jar loaf of bread lord peace
toward horizon road follows man,man follows road toward horizon,man follows road toward horizon
ring rope tethering rope coil thing twisted flax of rope,tethering rope twisted flax rope coil of rope ring thing,tethering rope coil of rope twisted flax rope ring thing
/ / face / side above underground upon behind back rib horizon,above behind / back face / upon side / rib underground horizon,above behind / back face / upon side / rib underground horizon
mouth god heart king hears voice,king hears voice mouth heart god,king hears voice mouth heart god
pellet gather jars field people grain,people gather grain pellet field jars,people gather grain pellet field jars
man write hear old book scribe,old man hear book write scribe,old man hear book write scribe
riverbank people live beside lake,people live beside riverbank lake,people live beside riverbank lake
head chick head swallow bird of owl belly animal quail of ox,quail chick swallow owl head of bird head of ox animal belly,quail chick swallow owl head of bird head of ox animal belly
people river gate at cross,people cross river at gate,people cross river at gate
book (plural stroke / thing scroll scribe papyrus marker) single stroke writing,single stroke stroke (plural marker) thing writing / scribe book papyrus scroll,single stroke stroke (plural marker) papyrus scroll book writing / scribe thing
great king strength force mighty do,mighty king do strength force great,mighty king do strength force great
good heart mother gives life begets (ankh) beautiful birth / / youth,mother gives birth / begets youth beautiful / good heart life (ankh),mother gives birth / begets youth beautiful / good heart life (ankh)
field plows man tills hoe,man plows tills field hoe,man plows tills field hoe
