Input,Target,Prediction
/ club force fear strength authority power king,club strength / force authority king power fear,club strength / force authority king power fear
love peace heart life people / satisfy,people love life peace / satisfy heart,heart love peace / satisfy life people
swallow sky star horizon of bird head,head of bird swallow sky star horizon,head of bird swallow sky star horizon
stability for the djed gives the king,the king gives the djed for stability,the king gives the djed for stability
water river ripple life plant field abundance,river water ripple field plant life abundance,river water ripple field plant life abundance
life after in west death continues,life continues after death in west,life continues after death in west
on the scribe writes the clump papyrus,the scribe writes on the papyrus clump,the scribe writes on the papyrus clump
lord sees horizon the of all the,the lord of all sees the horizon,the lord of all sees the horizon
grain sickle cut plant pellet field /,cut sickle plant field grain / pellet,cut sickle plant field grain / pellet
bread scribe by the the lake eats,the scribe eats bread by the lake,the scribe eats bread by the lake
temple ba eats the in soul bread,the soul ba eats bread in temple,the soul ba eats bread in temple
bird a finds the youth of sky,the youth finds a bird of sky,the youth finds a bird of sky
loaf eats conical a youth bread the,the youth eats a conical loaf bread,the youth eats a conical loaf bread
emerge power life underground (ba) west god soul,underground west soul (ba) life god power emerge,underground west soul (ba) life god power emerge
(ba) life soul afterlife underground west,west underground soul (ba) afterlife life,west underground soul (ba) afterlife life
above heart sky god star eye sees,above sky star god sees eye heart,above sky star god sees eye heart
power thousand life / god people deity,god / deity power thousand life people,god / deity power thousand life people
the sees god hill great slope the,the great god sees the hill slope,the great god sees the hill slope
man the a mat sits on old,the old man sits on a mat,the old man sits on a mat
life speak eat heart drink / mouth / people,eat / drink / speak mouth heart life people,eat / drink / speak mouth heart life people
the upon ka sits the throne spirit,the ka spirit sits upon the throne,the ka spirit sits upon the throne
the mountain horizon sun behind the hides,the horizon hides the sun behind mountain,the horizon hides the sun behind mountain
a servant the now holds tethering rope,the servant holds a tethering rope now,the servant holds a tethering rope now
